date,seoul_covid_confirmed,seoul_covid_death,seoul_covid_released,china_pm2.5,china_pm10,china_stock_index,기온,강수량,풍속,최다풍향,습도,기압,안개시간,y_pm2.5,y_pm10,transport_in,transport_out,transport_inandout,china_covid_confirmed,china_covid_death,kospi_index
2020-02-01,0.0,0.0,0.0,128,74.0,,2.6,0.0,1.7,290.0,66.6,1013.4,0.0,52.0,69.0,4453981.0,4548819.0,9002800.0,2095.0,46.0,
2020-02-02,0.0,0.0,0.0,165,77.0,,1.5,0.0,1.8,290.0,52.3,1014.7,0.0,54.0,70.0,3642569.0,3708484.0,7351053.0,2590.0,45.0,
2020-02-03,0.0,0.0,0.0,168,35.0,2746.61,-0.4,0.0,3.1,270.0,43.6,1016.3,0.0,16.0,25.0,4741851.0,4948794.0,9690645.0,2812.0,57.0,2118.88
2020-02-04,0.0,0.0,0.0,83,67.0,2783.29,-1.6,1.7,2.8,320.0,50.3,1015.8,0.0,16.0,24.0,4813047.0,4965771.0,9778818.0,3237.0,65.0,2157.9
2020-02-05,0.0,0.0,0.0,149,32.0,2818.09,-8.3,0.0,3.3,320.0,37.3,1021.0,0.0,11.0,22.0,4278879.0,4328228.0,8607107.0,3872.0,66.0,2165.63
2020-02-06,0.0,0.0,0.0,75,56.0,2866.51,-6.4,0.0,1.9,290.0,36.4,1023.0,0.0,20.0,38.0,4652812.0,4599143.0,9251955.0,3727.0,72.0,2227.94
2020-02-07,0.0,0.0,0.0,129,57.0,2875.96,-1.7,0.0,2.0,290.0,45.1,1018.5,0.0,24.0,37.0,4848996.0,4916313.0,9765309.0,3160.0,73.0,2211.95
2020-02-08,0.0,0.0,0.0,150,59.0,,-0.1,0.0,3.0,320.0,48.1,1016.7,0.0,29.0,40.0,4459400.0,4488496.0,8947896.0,3418.0,86.0,
2020-02-09,0.0,0.0,0.0,149,70.0,,-0.5,0.0,2.0,270.0,51.1,1014.6,0.0,25.0,36.0,3705843.0,3674733.0,7380576.0,2607.0,89.0,
2020-02-10,0.0,0.0,0.0,165,50.0,2890.49,4.0,0.0,1.7,290.0,49.4,1013.4,0.0,31.0,47.0,4709439.0,4783218.0,9492657.0,2974.0,97.0,2201.07
2020-02-11,0.0,0.0,0.0,122,47.0,2901.67,6.8,0.0,1.6,50.0,37.0,1016.3,0.0,35.0,57.0,4857483.0,4954209.0,9811692.0,2490.0,108.0,2223.12
2020-02-12,0.0,0.0,0.0,122,43.0,2926.9,7.4,6.7,2.2,70.0,73.4,1006.4,0.0,34.0,48.0,4745196.0,4833783.0,9578979.0,2028.0,97.0,2238.38
2020-02-13,0.0,0.0,0.0,112,44.0,2906.07,6.5,0.0,1.7,290.0,84.8,1008.8,0.78,54.0,70.0,5020499.0,5029960.0,10050459.0,15141.0,254.0,2232.96
2020-02-14,0.0,0.0,0.0,107,35.0,2917.01,8.1,0.0,1.2,290.0,70.3,1010.4,0.0,61.0,80.0,5190348.0,5200213.0,10390561.0,4156.0,13.0,2243.59
2020-02-15,0.0,0.0,0.0,96,21.0,,9.8,2.0,2.7,70.0,63.0,1007.3,0.0,49.0,63.0,4651086.0,4640694.0,9291780.0,2538.0,143.0,
2020-02-16,0.0,0.0,0.0,57,20.0,,-1.4,13.4,4.0,270.0,81.1,1002.6,0.0,18.0,24.0,3663184.0,3702661.0,7365845.0,2007.0,142.0,
2020-02-17,14.0,0.0,3.0,42,15.0,2983.62,-5.9,1.0,3.4,320.0,64.3,1007.4,0.0,18.0,31.0,4471006.0,4588144.0,9059150.0,2052.0,105.0,2242.17
2020-02-18,14.0,0.0,3.0,37,23.0,2984.97,-4.1,0.0,2.3,290.0,44.0,1016.7,0.0,15.0,23.0,4921258.0,5001383.0,9922641.0,1890.0,98.0,2208.88
2020-02-19,15.0,0.0,5.0,53,30.0,2975.4,1.0,0.0,1.5,50.0,56.8,1019.3,0.0,23.0,32.0,4951195.0,4983350.0,9934545.0,1750.0,139.0,2210.34
2020-02-20,22.0,0.0,5.0,74,55.0,3030.15,4.6,0.0,1.7,50.0,62.6,1022.6,0.0,44.0,58.0,5001550.0,5016951.0,10018501.0,394.0,112.0,2195.5
2020-02-21,27.0,0.0,6.0,123,88.0,3039.67,6.7,4.2,2.2,200.0,66.3,1018.5,0.0,46.0,60.0,4997517.0,5072421.0,10069938.0,891.0,118.0,2162.84
2020-02-22,30.0,0.0,6.0,159,52.0,,4.0,3.1,4.0,270.0,62.0,1014.2,0.0,37.0,69.0,4310987.0,4369619.0,8680606.0,826.0,109.0,
2020-02-23,31.0,0.0,6.0,63,69.0,,2.5,0.0,2.0,270.0,48.6,1018.2,0.0,12.0,23.0,3502279.0,3455104.0,6957383.0,647.0,98.0,
2020-02-24,35.0,0.0,8.0,103,78.0,3031.23,7.0,0.0,1.6,50.0,51.8,1013.6,0.0,19.0,34.0,4540651.0,4628818.0,9169469.0,218.0,150.0,2079.04
2020-02-25,41.0,0.0,8.0,149,50.0,3013.05,6.7,16.6,4.2,70.0,73.5,1007.4,0.0,13.0,21.0,4397399.0,4556470.0,8953869.0,515.0,70.0,2103.61
2020-02-26,49.0,0.0,8.0,133,54.0,2987.93,6.4,0.0,2.1,50.0,59.6,1012.7,0.0,10.0,17.0,4688669.0,4738625.0,9427294.0,410.0,52.0,2076.77
2020-02-27,56.0,0.0,9.0,114,42.0,2991.33,6.1,0.0,2.0,70.0,54.0,1017.0,0.0,7.0,13.0,4705660.0,4842154.0,9547814.0,439.0,29.0,2054.89
2020-02-28,62.0,0.0,9.0,81,30.0,2880.3,4.5,3.9,1.4,50.0,79.4,1011.9,0.0,18.0,26.0,4576933.0,4711440.0,9288373.0,329.0,44.0,1987.01
2020-02-29,77.0,0.0,11.0,93,50.0,,7.7,0.5,1.7,50.0,68.6,1007.7,0.0,17.0,24.0,3939021.0,4124381.0,8063402.0,428.0,47.0,
2020-03-01,87.0,0.0,13.0,138,56.0,,5.8,0.2,2.0,270.0,71.8,1007.9,0.0,34.0,45.0,3057329.0,3091480.0,6148809.0,574.0,35.0,
2020-03-02,91.0,0.0,13.0,129,48.0,2970.93,3.4,0.0,2.7,290.0,55.3,1013.1,0.0,29.0,38.0,4503368.0,4604385.0,9107753.0,205.0,42.0,2002.51
2020-03-03,98.0,0.0,13.0,100,48.0,2992.9,4.8,0.0,2.6,70.0,57.0,1013.3,0.0,33.0,45.0,4591410.0,4710503.0,9301913.0,127.0,32.0,2014.15
2020-03-04,99.0,0.0,13.0,98,29.0,3011.67,2.2,0.0,3.7,270.0,53.4,1011.4,0.0,34.0,45.0,4634721.0,4762307.0,9397028.0,119.0,37.0,2059.33
2020-03-05,103.0,0.0,25.0,52,54.0,3071.68,1.4,0.0,2.5,270.0,47.5,1014.5,0.0,28.0,36.0,4716146.0,4829267.0,9545413.0,117.0,31.0,2085.26
2020-03-06,105.0,0.0,25.0,87,59.0,3034.51,3.7,0.0,1.6,50.0,46.8,1011.7,0.0,27.0,40.0,4813374.0,4898459.0,9711833.0,170.0,30.0,2040.22
2020-03-07,108.0,0.0,27.0,125,69.0,,7.0,0.0,2.0,70.0,39.5,1007.5,0.0,39.0,55.0,4104008.0,4176347.0,8280355.0,101.0,28.0,
2020-03-08,120.0,0.0,28.0,154,88.0,,9.3,0.0,1.6,290.0,43.8,1008.0,0.0,45.0,59.0,3304350.0,3308952.0,6613302.0,46.0,27.0,
2020-03-09,130.0,0.0,29.0,168,86.0,2943.29,11.1,0.0,1.8,320.0,37.6,1003.6,0.0,43.0,59.0,4574267.0,4712135.0,9286402.0,45.0,23.0,1954.77
2020-03-10,141.0,0.0,31.0,173,54.0,2996.76,6.4,11.8,2.8,290.0,78.4,997.6,0.0,32.0,43.0,4399864.0,4557430.0,8957294.0,20.0,17.0,1962.93
2020-03-11,193.0,0.0,37.0,100,76.0,2968.52,3.8,0.0,3.3,270.0,41.8,1007.7,0.0,13.0,34.0,4705111.0,4875703.0,9580814.0,29.0,22.0,1908.27
2020-03-12,212.0,0.0,38.0,98,78.0,2923.49,6.8,0.0,2.5,250.0,49.8,1010.9,0.0,14.0,34.0,4733647.0,4903962.0,9637609.0,24.0,11.0,1834.33
2020-03-13,225.0,0.0,40.0,104,52.0,2887.43,4.9,0.5,3.3,320.0,41.0,1011.3,0.0,13.0,32.0,4648274.0,4807940.0,9456214.0,22.0,7.0,1771.44
2020-03-14,238.0,0.0,44.0,66,67.0,,3.6,0.0,3.0,250.0,48.1,1005.0,0.0,19.0,39.0,4266975.0,4377206.0,8644181.0,19.0,15.0,
2020-03-15,247.0,0.0,47.0,99,68.0,,4.0,0.0,3.6,320.0,48.3,1001.4,0.0,17.0,41.0,3328986.0,3333837.0,6662823.0,22.0,9.0,
2020-03-16,253.0,0.0,52.0,74,59.0,2789.25,3.6,0.0,2.8,250.0,42.4,1011.4,0.0,12.0,24.0,4632048.0,4618991.0,9251039.0,25.0,13.0,1714.86
2020-03-17,265.0,0.0,55.0,83,64.0,2779.64,6.6,0.0,2.1,230.0,65.8,1005.0,0.0,22.0,49.0,4707210.0,4756246.0,9463456.0,43.0,9.0,1672.44
2020-03-18,270.0,0.0,55.0,105,65.0,2728.76,10.0,0.0,1.8,250.0,45.8,1002.6,0.0,35.0,60.0,4747200.0,4877092.0,9624292.0,23.0,16.0,1591.2
2020-03-19,282.0,0.0,58.0,99,26.0,2702.13,9.1,0.0,4.8,270.0,49.0,995.6,0.0,26.0,61.0,4654441.0,4837930.0,9492371.0,44.0,8.0,1457.64
2020-03-20,299.0,0.0,64.0,32,97.0,2745.62,8.8,0.0,3.1,200.0,39.6,1003.3,0.0,9.0,41.0,4956314.0,5070133.0,10026447.0,99.0,4.0,1566.15
2020-03-21,314.0,0.0,64.0,87,96.0,,12.8,0.0,2.0,180.0,56.5,1001.3,0.0,17.0,53.0,4341844.0,4413293.0,8755137.0,52.0,6.0,
2020-03-22,324.0,0.0,64.0,137,66.0,,11.0,0.0,3.0,290.0,37.5,1004.0,0.0,17.0,41.0,3516978.0,3532722.0,7049700.0,65.0,6.0,
2020-03-23,330.0,0.0,64.0,102,69.0,2660.17,10.6,0.0,1.9,270.0,37.9,1006.7,0.0,28.0,50.0,4647226.0,4814202.0,9461428.0,138.0,9.0,1482.46
2020-03-24,334.0,0.0,72.0,104,57.0,2722.44,11.4,0.0,1.8,270.0,35.0,1009.8,0.0,35.0,58.0,4678046.0,4905151.0,9583197.0,69.0,7.0,1609.97
2020-03-25,347.0,0.0,72.0,88,53.0,2781.59,12.5,0.0,1.9,290.0,33.6,1009.7,0.0,30.0,50.0,4739988.0,4923923.0,9663911.0,78.0,4.0,1704.76
2020-03-26,360.0,0.0,80.0,86,47.0,2764.91,14.8,1.8,1.9,70.0,53.8,1004.9,0.0,31.0,51.0,4692446.0,4833588.0,9526034.0,102.0,6.0,1686.24
2020-03-27,372.0,0.0,89.0,95,36.0,2772.2,11.9,2.0,3.3,290.0,56.4,1003.2,0.0,25.0,42.0,4863481.0,4975792.0,9839273.0,94.0,5.0,1717.73
2020-03-28,390.0,0.0,93.0,37,46.0,,7.7,0.0,3.2,360.0,17.9,1010.8,0.0,8.0,34.0,4340584.0,4436420.0,8777004.0,119.0,3.0,
2020-03-29,410.0,0.0,93.0,45,60.0,,8.7,0.0,2.0,290.0,30.6,1010.9,0.0,16.0,41.0,3488491.0,3527955.0,7016446.0,113.0,5.0,
2020-03-30,426.0,0.0,92.0,87,68.0,2747.21,10.2,0.0,1.8,270.0,38.4,1010.1,0.0,28.0,52.0,4676131.0,4802566.0,9478697.0,98.0,2.0,1717.12
2020-03-31,450.0,0.0,107.0,131,41.0,2750.3,11.9,0.0,2.0,270.0,34.5,1007.0,0.0,26.0,49.0,4801759.0,4846996.0,9648755.0,84.0,3.0,1754.64
2020-04-01,474.0,0.0,117.0,86,62.0,2734.52,11.3,0.0,3.7,290.0,35.6,1004.5,0.0,31.0,70.0,4801962.0,4851011.0,9652973.0,54.0,1.0,1685.46
2020-04-02,488.0,0.0,117.0,58,60.0,2780.64,9.3,0.0,2.3,250.0,41.4,1011.6,0.0,24.0,39.0,4709480.0,4818379.0,9527859.0,100.0,6.0,1724.86
2020-04-03,506.0,0.0,131.0,121,59.0,2763.99,10.0,0.0,2.7,270.0,53.8,1010.5,0.0,32.0,56.0,4868686.0,4982909.0,9851595.0,70.0,10.0,1725.44
2020-04-04,528.0,0.0,144.0,111,100.0,,8.9,0.0,3.4,290.0,36.4,1008.6,0.0,28.0,68.0,4284479.0,4428391.0,8712870.0,62.0,4.0,
2020-04-05,552.0,0.0,145.0,100,88.0,,7.2,0.0,2.8,270.0,29.5,1011.8,0.0,21.0,46.0,3442641.0,3519559.0,6962200.0,48.0,3.0,
2020-04-06,563.0,0.0,151.0,96,56.0,,9.3,0.0,2.4,290.0,38.3,1010.0,0.0,21.0,53.0,4568710.0,4753637.0,9322347.0,67.0,2.0,1791.88
2020-04-07,567.0,0.0,164.0,94,74.0,2820.76,10.6,0.0,2.5,270.0,56.6,1005.3,0.0,25.0,56.0,4769200.0,4857673.0,9626873.0,56.0,0.0,1823.6
2020-04-08,578.0,2.0,169.0,128,96.0,2815.37,9.4,0.0,3.5,290.0,25.5,1007.8,0.0,18.0,43.0,4803982.0,4846019.0,9650001.0,86.0,2.0,1807.14
2020-04-09,590.0,2.0,174.0,154,51.0,2825.9,8.9,0.0,2.8,270.0,44.6,1011.5,0.0,23.0,47.0,4922496.0,4942261.0,9864757.0,86.0,2.0,1836.21
2020-04-10,595.0,2.0,185.0,108,51.0,2796.63,10.7,0.0,2.4,290.0,52.6,1014.0,0.0,25.0,43.0,5029912.0,5092621.0,10122533.0,55.0,1.0,1860.7
2020-04-11,599.0,2.0,195.0,119,61.0,,9.9,0.0,2.5,290.0,63.8,1009.1,0.0,22.0,38.0,4477295.0,4521244.0,8998539.0,79.0,3.0,
2020-04-12,602.0,2.0,202.0,121,65.0,,9.9,0.0,3.8,90.0,58.6,1004.4,0.0,20.0,31.0,3615598.0,3577892.0,7193490.0,93.0,0.0,
2020-04-13,610.0,2.0,214.0,93,69.0,2783.05,12.4,0.0,3.1,70.0,39.4,1003.9,0.0,11.0,22.0,4752157.0,4769971.0,9522128.0,112.0,2.0,1825.76
2020-04-14,612.0,2.0,228.0,83,56.0,2827.28,13.0,0.0,2.4,290.0,46.8,1006.3,0.0,28.0,50.0,4917286.0,4914973.0,9832259.0,94.0,0.0,1857.08
2020-04-15,617.0,2.0,239.0,91,52.0,2811.17,13.2,0.0,2.2,290.0,39.8,1004.6,0.0,36.0,62.0,3899516.0,3876630.0,7776146.0,49.0,1.0,
2020-04-16,619.0,2.0,250.0,87,76.0,2819.94,16.0,0.0,2.3,90.0,39.9,1006.1,0.0,29.0,51.0,4698994.0,4732960.0,9431954.0,50.0,0.0,1857.07
2020-04-17,621.0,2.0,268.0,105,71.0,2838.49,12.5,6.5,2.4,110.0,77.8,1002.2,0.0,22.0,38.0,4737089.0,4756936.0,9494025.0,352.0,1290.0,1914.53
2020-04-18,622.0,2.0,274.0,108,75.0,,13.5,0.0,2.6,320.0,67.9,1005.9,0.0,13.0,26.0,4438136.0,4473885.0,8912021.0,31.0,0.0,
2020-04-19,624.0,2.0,288.0,146,62.0,,12.3,10.3,2.7,90.0,75.8,1004.1,0.0,16.0,25.0,3485106.0,3431378.0,6916484.0,18.0,0.0,
2020-04-20,624.0,2.0,304.0,152,,2852.55,10.0,0.1,3.3,250.0,73.0,1000.6,0.0,8.0,14.0,4656159.0,4699938.0,9356097.0,14.0,0.0,1898.36
2020-04-21,626.0,2.0,315.0,,,2827.01,7.4,0.0,4.4,290.0,49.0,1003.8,0.0,9.0,35.0,4825517.0,4856983.0,9682500.0,32.0,0.0,1879.38
2020-04-22,628.0,2.0,322.0,,,2843.98,6.0,0.0,4.0,290.0,46.8,1005.9,0.0,10.0,79.0,4803515.0,4831521.0,9635036.0,15.0,0.0,1896.15
2020-04-23,628.0,2.0,342.0,,,2838.5,7.9,0.0,3.7,290.0,47.8,1005.6,0.0,13.0,43.0,4936777.0,4968822.0,9905599.0,12.0,0.0,1914.73
2020-04-24,628.0,2.0,362.0,,,2808.53,9.9,0.0,3.9,270.0,55.6,1003.1,0.0,13.0,39.0,5095987.0,5117565.0,10213552.0,8.0,0.0,1889.01
2020-04-25,629.0,2.0,383.0,,69.0,,13.1,0.0,3.9,250.0,54.4,999.3,0.0,23.0,58.0,4622912.0,4653788.0,9276700.0,15.0,0.0,
2020-04-26,629.0,2.0,388.0,61,51.0,,12.3,0.0,3.2,290.0,43.1,1006.9,0.0,14.0,30.0,3849196.0,3810434.0,7659630.0,10.0,0.0,
2020-04-27,629.0,2.0,393.0,60,53.0,2815.49,12.9,0.0,2.8,320.0,49.8,1009.3,0.0,17.0,33.0,4829237.0,4886290.0,9715527.0,3.0,1.0,1922.77
2020-04-28,633.0,2.0,427.0,69,57.0,2810.02,13.9,0.0,3.0,250.0,50.0,1009.4,0.0,19.0,36.0,4986053.0,5096943.0,10082996.0,26.0,0.0,1934.09
2020-04-29,633.0,2.0,437.0,79,63.0,2822.44,14.9,0.0,2.6,290.0,48.6,1009.0,0.0,25.0,44.0,5006534.0,5200677.0,10207211.0,2.0,0.0,1947.56
2020-04-30,633.0,2.0,453.0,107,61.0,2860.08,17.1,0.0,2.7,250.0,57.1,1005.7,0.0,19.0,35.0,4342337.0,4442303.0,8784640.0,4.0,0.0,
2020-05-01,634.0,2.0,455.0,108,54.0,,20.2,0.0,2.7,270.0,73.6,1003.0,0.0,31.0,51.0,4217493.0,4239872.0,8457365.0,12.0,0.0,
2020-05-02,635.0,2.0,463.0,99,56.0,,20.3,0.0,2.3,290.0,79.6,1001.3,0.0,29.0,48.0,4276176.0,4284724.0,8560900.0,3.0,0.0,
2020-05-03,637.0,2.0,473.0,107,77.0,,21.8,0.0,2.0,90.0,68.8,996.0,0.0,18.0,28.0,3883742.0,3791320.0,7675062.0,2.0,0.0,
2020-05-04,637.0,2.0,481.0,151,51.0,,20.2,0.0,2.7,290.0,63.9,998.1,0.0,17.0,35.0,4863557.0,4861103.0,9724660.0,3.0,0.0,1895.37
2020-05-05,637.0,2.0,489.0,78,31.0,,16.0,0.0,1.9,290.0,67.9,1001.5,0.0,19.0,36.0,4040994.0,4065003.0,8105997.0,2.0,0.0,
2020-05-06,637.0,2.0,494.0,65,59.0,2878.14,19.4,0.0,2.1,70.0,50.0,1003.7,0.0,16.0,32.0,4901959.0,4990151.0,9892110.0,2.0,0.0,1928.76
2020-05-07,637.0,2.0,508.0,131,38.0,2871.52,20.7,0.0,2.5,90.0,32.5,1007.1,0.0,11.0,28.0,5054233.0,5149860.0,10204093.0,2.0,0.0,1928.61
2020-05-08,637.0,2.0,520.0,86,14.0,2895.34,19.9,2.3,2.4,160.0,32.8,1004.4,0.0,12.0,26.0,5105512.0,5198000.0,10303512.0,6.0,0.0,1945.82
2020-05-09,649.0,2.0,536.0,58,24.0,,14.2,24.4,3.6,90.0,94.4,994.8,0.0,9.0,14.0,4360035.0,4422020.0,8782055.0,0.0,0.0,
2020-05-10,663.0,2.0,541.0,80,51.0,,14.4,1.3,2.5,250.0,88.6,997.0,0.0,20.0,29.0,3857446.0,3883990.0,7741436.0,15.0,0.0,
2020-05-11,683.0,2.0,545.0,96,47.0,2894.8,16.5,3.4,3.0,250.0,61.0,997.7,0.0,29.0,106.0,4788851.0,4948824.0,9737675.0,19.0,0.0,1935.4
2020-05-12,695.0,2.0,554.0,66,65.0,2891.56,14.3,0.7,2.9,250.0,69.4,995.1,0.0,15.0,40.0,4949574.0,5054852.0,10004426.0,1.0,0.0,1922.17
2020-05-13,707.0,3.0,558.0,55,115.0,2898.05,16.1,0.0,2.8,270.0,47.3,1005.1,0.0,10.0,30.0,5005847.0,5094649.0,10100496.0,7.0,0.0,1940.42
2020-05-14,711.0,4.0,564.0,98,79.0,2870.34,19.3,0.0,2.0,90.0,35.4,1006.0,0.0,13.0,40.0,5054984.0,5115970.0,10170954.0,6.0,0.0,1924.96
2020-05-15,725.0,4.0,569.0,132,87.0,2868.46,16.1,12.0,3.0,90.0,81.4,998.8,0.0,12.0,32.0,4778827.0,4784206.0,9563033.0,5.0,0.0,1927.28
2020-05-16,730.0,4.0,574.0,168,72.0,,16.7,2.5,1.6,290.0,90.3,996.6,0.0,14.0,22.0,4592740.0,4633295.0,9226035.0,9.0,0.0,
2020-05-17,735.0,4.0,575.0,122,115.0,,19.1,0.0,1.7,320.0,80.1,995.3,0.0,28.0,41.0,3911750.0,3860305.0,7772055.0,6.0,1.0,
2020-05-18,736.0,4.0,579.0,134,66.0,2875.42,19.1,29.8,2.4,140.0,79.4,988.4,0.0,29.0,44.0,4766350.0,4849139.0,9615489.0,10.0,0.0,1937.11
2020-05-19,742.0,4.0,587.0,69,58.0,2898.58,13.0,19.0,3.2,50.0,73.6,990.7,0.0,7.0,15.0,4700133.0,4927725.0,9627858.0,9.0,0.0,1980.61
2020-05-20,752.0,4.0,592.0,61,61.0,2883.74,14.4,0.0,1.9,90.0,60.4,1001.7,0.0,3.0,7.0,5052214.0,5130500.0,10182714.0,2.0,0.0,1989.64
2020-05-21,756.0,4.0,596.0,91,66.0,2867.92,17.4,0.0,2.1,90.0,56.1,1004.4,0.0,10.0,20.0,5098994.0,5106091.0,10205085.0,2.0,0.0,1998.31
2020-05-22,758.0,4.0,599.0,96,57.0,2813.77,18.5,0.0,1.9,290.0,68.5,1002.7,0.0,27.0,41.0,5214069.0,5212187.0,10426256.0,12.0,0.0,1970.13
2020-05-23,762.0,4.0,604.0,68,62.0,,20.1,0.0,2.2,290.0,66.1,1001.1,0.0,32.0,47.0,4831353.0,4863406.0,9694759.0,2.0,0.0,
2020-05-24,768.0,4.0,604.0,103,41.0,,17.1,14.5,2.9,230.0,84.8,999.6,0.0,18.0,25.0,3930706.0,3879262.0,7809968.0,3.0,0.0,
2020-05-25,774.0,4.0,607.0,54,63.0,2817.97,16.6,0.0,2.1,320.0,81.0,1002.3,0.0,24.0,35.0,4929723.0,4985088.0,9914811.0,11.0,0.0,1994.6
2020-05-26,783.0,4.0,614.0,76,34.0,2846.55,16.2,1.5,2.1,290.0,81.9,999.4,0.0,26.0,38.0,4891670.0,5037855.0,9929525.0,7.0,0.0,2029.78
2020-05-27,802.0,4.0,618.0,70,33.0,2836.8,17.4,0.0,2.6,320.0,68.5,999.3,0.0,13.0,22.0,5043299.0,5082888.0,10126187.0,1.0,0.0,2031.2
2020-05-28,826.0,4.0,621.0,58,39.0,2846.22,18.7,0.0,1.9,320.0,62.8,999.6,0.0,19.0,29.0,5085563.0,5163382.0,10248945.0,3.0,0.0,2028.54
2020-05-29,846.0,4.0,623.0,39,61.0,2852.35,20.7,0.0,2.0,290.0,65.6,1004.9,0.0,21.0,34.0,5151865.0,5193139.0,10345004.0,0.0,0.0,2029.6
2020-05-30,855.0,4.0,627.0,75,42.0,,22.6,0.0,1.9,290.0,57.3,1006.1,0.0,26.0,39.0,4717027.0,4744797.0,9461824.0,17.0,0.0,
2020-05-31,861.0,4.0,627.0,66,46.0,,21.2,1.0,2.3,320.0,63.0,1001.4,0.0,29.0,40.0,3953921.0,3874164.0,7828085.0,5.0,0.0,
2020-06-01,862.0,4.0,627.0,91,48.0,2915.43,19.7,0.4,3.4,290.0,64.3,999.7,0.0,9.0,19.0,4830531.0,4895757.0,9726288.0,19.0,0.0,2065.08
2020-06-02,876.0,4.0,638.0,80,94.0,2921.4,17.9,2.0,2.2,290.0,71.0,997.4,0.0,13.0,24.0,4919648.0,4903892.0,9823540.0,7.0,0.0,2087.19
2020-06-03,895.0,4.0,639.0,117,109.0,2923.37,22.0,0.0,2.4,290.0,73.3,993.9,0.0,23.0,46.0,4907818.0,4947256.0,9855074.0,5.0,0.0,2147.0
2020-06-04,909.0,4.0,644.0,104,88.0,2919.25,21.9,0.2,2.7,250.0,81.1,994.1,0.0,23.0,49.0,4905252.0,5003724.0,9908976.0,1.0,0.0,2151.18
2020-06-05,924.0,4.0,645.0,105,112.0,2930.8,23.0,0.0,1.8,290.0,69.4,997.2,0.0,23.0,46.0,5066412.0,5133329.0,10199741.0,11.0,0.0,2181.87
2020-06-06,947.0,4.0,650.0,162,106.0,,24.6,0.0,2.0,290.0,63.6,998.1,0.0,32.0,55.0,4461743.0,4520706.0,8982449.0,6.0,0.0,
2020-06-07,974.0,4.0,651.0,154,71.0,,22.7,0.0,2.3,290.0,69.4,1001.9,0.0,27.0,49.0,3875898.0,3818299.0,7694197.0,9.0,0.0,
2020-06-08,996.0,4.0,651.0,84,74.0,2937.77,25.0,0.0,2.1,290.0,63.6,1004.6,0.0,22.0,42.0,4759974.0,4871151.0,9631125.0,5.0,0.0,2184.29
2020-06-09,1015.0,4.0,664.0,98,64.0,2956.11,26.7,0.0,2.3,320.0,51.6,1004.3,0.0,23.0,48.0,4829679.0,4945184.0,9774863.0,3.0,0.0,2188.92
2020-06-10,1027.0,4.0,665.0,102,64.0,2943.75,25.8,6.2,2.0,290.0,63.8,998.9,0.0,23.0,44.0,4783449.0,4896714.0,9680163.0,4.0,0.0,2195.69
2020-06-11,1048.0,4.0,675.0,124,62.0,2920.9,26.1,0.0,2.2,290.0,68.3,993.7,0.0,17.0,29.0,4910366.0,4957394.0,9867760.0,11.0,0.0,2176.78
2020-06-12,1073.0,4.0,680.0,105,53.0,2919.74,24.7,0.0,1.7,290.0,68.6,995.1,0.0,20.0,43.0,5073106.0,5134794.0,10207900.0,7.0,0.0,2132.3
2020-06-13,1101.0,4.0,688.0,85,49.0,,26.9,0.0,1.9,290.0,52.8,994.3,0.0,25.0,50.0,4657717.0,4762643.0,9420360.0,12.0,0.0,
2020-06-14,1113.0,4.0,689.0,99,59.0,,24.0,1.1,2.9,270.0,70.6,994.3,0.0,22.0,38.0,3922216.0,3836722.0,7758938.0,60.0,0.0,
2020-06-15,1120.0,4.0,689.0,83,84.0,2890.03,23.0,0.0,2.8,270.0,62.3,996.4,0.0,13.0,27.0,4856320.0,4838364.0,9694684.0,47.0,0.0,2030.82
2020-06-16,1132.0,4.0,703.0,77,84.0,2931.75,24.4,0.0,2.2,290.0,63.0,995.7,0.0,36.0,54.0,4833127.0,4881284.0,9714411.0,43.0,0.0,2138.05
2020-06-17,1145.0,5.0,710.0,143,45.0,2935.87,24.3,0.0,2.0,290.0,58.6,995.3,0.0,32.0,50.0,4758091.0,4859676.0,9617767.0,44.0,0.0,2141.05
2020-06-18,1170.0,6.0,718.0,121,,2939.32,23.4,0.0,1.6,320.0,61.4,993.1,0.0,21.0,34.0,4888120.0,4969406.0,9857526.0,36.0,0.0,2133.48
2020-06-19,1188.0,6.0,724.0,,,2967.63,24.7,0.1,2.1,70.0,61.4,996.4,0.0,15.0,24.0,5080946.0,5124310.0,10205256.0,36.0,0.0,2141.32
2020-06-20,1202.0,6.0,730.0,,,,24.9,0.0,2.1,290.0,62.6,1000.0,0.0,23.0,37.0,4669853.0,4721709.0,9391562.0,30.0,0.0,
2020-06-21,1219.0,6.0,733.0,,,,26.1,0.0,2.0,320.0,59.5,998.0,0.0,22.0,34.0,3931588.0,3864735.0,7796323.0,29.0,1.0,
2020-06-22,1224.0,6.0,733.0,,37.0,2965.27,28.6,0.0,2.0,290.0,50.5,998.0,0.0,22.0,39.0,4824550.0,4800587.0,9625137.0,19.0,0.0,2126.73
2020-06-23,1230.0,6.0,743.0,70,29.0,2970.62,27.3,0.0,1.9,270.0,53.5,998.3,0.0,24.0,41.0,4993856.0,4965843.0,9959699.0,52.0,0.0,2131.24
2020-06-24,1241.0,6.0,747.0,71,33.0,2979.55,22.3,37.6,2.7,50.0,83.5,993.1,0.0,21.0,32.0,4785014.0,4748281.0,9533295.0,29.0,1.0,2161.51
